"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_author","comment_status","sku","downloadable","virtual","stock","regular_price","sale_price","weight","length","width","height","tax_class","visibility","stock_status","backorders","manage_stock","tax_status","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","images","downloadable_files","tax:product_type","tax:product_cat","tax:product_tag","tax:product_shipping_class"
"Hypoallergenic Olive Oil and Honey, Dead Sea Soap","hypoallergenic-olive-oil-and-honey-dead-sea-soap","1905","","Dead Sea anti-aging mineral soap contains olive oil and honey to moisturize skin while deep cleansing and removing impurities.125 gr bar","publish","0","2017-03-18 16:50:25","3","closed","13174","no","no","","280","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/hypoallergenic-olive-oil-honey-dead-sea-soap.jpg","","simple","Расширенный список > ""Оливковое Масло Продукты Кожи ""|Расширенный список > Health and Beauty Cosmetics|Расширенный список > Organic Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Лечебная косметика|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Dead Sea Защитный крем для рук, Natural Sea Beauty","dead-sea-%d0%b7%d0%b0%d1%89%d0%b8%d1%82%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4%d0%bb%d1%8f-%d1%80%d1%83%d0%ba-natural-sea-beauty","1906","","Защищает кожу рук от УФ - воздействия и смягчает","publish","0","2017-03-18 16:49:32","3","closed","7116","no","no","","660","","","","","","","visible","instock","no","no","none","","","no","","","","","","","","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Крема|Расширенный список|Расширенный список > Уход за кожей рук и ног|Уход за телом","",""
"Dead Sea Интенсивный защитный крем для рук, Sea of Spa","dead-sea-%d0%b8%d0%bd%d1%82%d0%b5%d0%bd%d1%81%d0%b8%d0%b2%d0%bd%d1%8b%d0%b9-%d0%b7%d0%b0%d1%89%d0%b8%d1%82%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4%d0%bb%d1%8f-%d1%80%d1%83%d0%ba-sea-of-spa","1907","","Интенсивный, усиленная защита кожи рук с минералами Мертвого Моря. Восстанавливает, смягчает и питает кожу рук. 150 ml","publish","0","2017-03-18 16:49:36","3","closed","15330","no","no","","190","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-intensive-protection-hand-cream-sea-spa.gif","","simple","Крема|Расширенный список > Крема|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за кожей рук и ног|Уход за телом","",""
"Dead Sea Маска - кондиционер с грязью Мертвого Моря","dead-sea-%d0%bc%d0%b0%d1%81%d0%ba%d0%b0-%d0%ba%d0%be%d0%bd%d0%b4%d0%b8%d1%86%d0%b8%d0%be%d0%bd%d0%b5%d1%80-%d1%81-%d0%b3%d1%80%d1%8f%d0%b7%d1%8c%d1%8e-%d0%bc%d0%b5%d1%80%d1%82%d0%b2%d0%be%d0%b3","1908","","Уникальная формула маски содержит в составе:<br> - минералы Мертвого Моря,<br> - растительный экстракты, <br> - Оливковое Масло, <br> - масло Миндаля <br> - масло Жожоба, <br> - витамин Е. T<br><br>Делает волосы гладки ми, блестящими, питает и увлажняет кожу головы. <br>Рекомендовано для поврежденных окраской или термообработкой волос.<br><br>Применение: нанести на чистые влажные волосы, оставить на 5-10 минут, смыть маску теплой водой<br><br>250 мл<br><br>(артикул 15344)","publish","0","2017-03-18 16:49:40","3","closed","15344","no","no","","470","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-hair-conditioning-mud-mask-sea-spa.jpg","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Крема от псориаза Dea Sea|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Маски Dead Sea|Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски|Расширенный список > Сыворотки и маски|Уход за волосами|Расширенный список > Уход за волосами|Расширенный список > Шампуни Dead Sea","",""
"Dead Sea Маска для окрашенных волос с облепихой","dead-sea-%d0%bc%d0%b0%d1%81%d0%ba%d0%b0-%d0%b4%d0%bb%d1%8f-%d0%be%d0%ba%d1%80%d0%b0%d1%88%d0%b5%d0%bd%d0%bd%d1%8b%d1%85-%d0%b2%d0%be%d0%bb%d0%be%d1%81-%d1%81-%d0%be%d0%b1%d0%bb%d0%b5%d0%bf%d0%b8%d1%85","1909","","<br>Мака содержит концентрат Облепихового масла, антиоксиданты, Витамины  A, E и  B5 , экстракт моркови и масло Ши<br><br>Используется после шампуня - наносится на голову и втирается в кожу массажными движениями. Оставить на 5 минут и смыть теплой водой<br><br>250 мл<br><br>(артикул 14899)","publish","0","2017-03-18 16:49:44","3","closed","14899","no","no","","410","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-minerals-sea-buckthorn-obliphica-nourishing-hair-mask-dry-or-colored-hair.jpg","","simple","Расширенный список > ""Бренды Косметики Мертвого Моря""|Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Крема|Лечебная косметика|Расширенный список > Марокканское аргановое масло|Расширенный список > Маски Dead Sea|Расширенный список > Парфюмерия|Парфюмерия и дезодоранты|Расширенный список|Расширенный список > Солевые скрабы Dead Sea|Расширенный список > Соли Dead Sea|Сыворотки и маски|Расширенный список > Сыворотки и маски|Уход за волосами|Расширенный список > Уход за волосами|Расширенный список > Уход за кожей вокруг глаз|Расширенный список > Уход за кожей рук и ног|Расширенный список > Уход за лицом","",""
"Dead Sea Мыло - молочко против псориаза","dead-sea-%d0%bc%d1%8b%d0%bb%d0%be-%d0%bc%d0%be%d0%bb%d0%be%d1%87%d0%ba%d0%be-%d0%bf%d1%80%d0%be%d1%82%d0%b8%d0%b2-%d0%bf%d1%81%d0%be%d1%80%d0%b8%d0%b0%d0%b7%d0%b0","1910","","Нежно очищает пораженные участки кожи<br>Содержит 26 специализированных минералов Мертвого Моря, известные именно противопсориазным эффектом.<br><br>Наносится на влажную кожу. <br><br>250 мл<br>артикул 15595)","publish","0","2017-03-18 16:49:44","3","closed","15595","no","no","","2640","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-skin-relief-psoriasis-body-milk-soap.jpg","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Крема от псориаза Dea Sea|Расширенный список > Мыла Dead Sea|Наборы|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Dead Sea Набор для ухода за ногтями","dead-sea-%d0%bd%d0%b0%d0%b1%d0%be%d1%80-%d0%b4%d0%bb%d1%8f-%d1%83%d1%85%d0%be%d0%b4%d0%b0-%d0%b7%d0%b0-%d0%bd%d0%be%d0%b3%d1%82%d1%8f%d0%bc%d0%b8","1911","","Набор для ухода за ногтями:<br>- интенсивный восстанавливающий гель для рук и ногтей с минералами мертвого Моря и масло алоэ,<br>- пилка для ногтей с 4 полирующими поверхностями,<br>- масло для кутикулы и<br>- 2 увлажняющие полирующие салфетки","publish","0","2017-03-18 16:49:44","3","closed","15940","no","no","","630","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-nail-care-kit.gif","","simple","Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Крема|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за кожей рук и ног|Уход за телом","",""
"Крем - пилинг с Глицерином, апельсиновым маслом и витамином Е","%d0%ba%d1%80%d0%b5%d0%bc-%d0%bf%d0%b8%d0%bb%d0%b8%d0%bd%d0%b3-%d1%81-%d0%b3%d0%bb%d0%b8%d1%86%d0%b5%d1%80%d0%b8%d0%bd%d0%be%d0%bc-%d0%b0%d0%bf%d0%b5%d0%bb%d1%8c%d1%81%d0%b8%d0%bd%d0%be%d0%b2%d1%8b","1912","","Крем - пилинг - эффективно удаляет ороговевшие частицы кожи, остатки макияжа, и любые другие загрязнения. <br><br>Предотвращает появление угрей и любых других воспалений на коже. <br><br>Смягчает, успокаивает, способствует регенерации. <br>Подходит для всех типов кожи, в том числе и для чувствительной.<br><br>Содержит Минералы Мертвого Моря,  масло апельсина и витамин Е.<br> <br>250 мл<br><br>(артикул 16008)","publish","0","2017-03-18 16:54:03","3","closed","16008","no","no","","470","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-soapless-peeling-glycerin-orange-oil-vitamin-e.gif","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Лечебная косметика|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Уход за лицом","",""
"Увлажняющий крем с Алоэ Вера","%d1%83%d0%b2%d0%bb%d0%b0%d0%b6%d0%bd%d1%8f%d1%8e%d1%89%d0%b8%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d1%81-%d0%b0%d0%bb%d0%be%d1%8d-%d0%b2%d0%b5%d1%80%d0%b0","1913","","Крем для тела с минералами Мертвого Моря, витаминами А и C<br>Обладает успокаивающим, освежающим и увлажняющим эффектом. <br><br>Очень хорошо воздействует на кожу - влага удерживается за счет минеральных солей Мертвого Моря, в то время как Алоэ Вера питает, восстанавливает порезы, раздражения, истончения кожи и оказывает противоаллергенное воздействие.<br><br>Идеально подходит для детской чувствительной кожи<br> 180ml <br><br>артикул 15230","publish","0","2017-03-18 16:55:22","3","closed","15230","no","no","","780","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/hb-dead-sea-aloe-vera-moisturizer-180ml.jpg","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список|Расширенный список > Солнцезащитные крема Dead Sea|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"HandB Dead Sea Minerals Refreshing Foot Cream Deodarant, 100 ml tube","handb-dead-sea-minerals-refreshing-foot-cream-deodarant-100-ml-tube","1914","","Vitamins A and E enrich this foot cream based on Dead Sea minerals that not only moisturizes and heals cracked skin, but also offer protection against foot odor.100 ml tube","publish","0","2017-03-18 16:50:09","3","closed","14943","no","no","","160","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/hb-dead-sea-minerals-refreshing-foot-cream-deodarant-100-ml-tube.jpg","","simple","Расширенный список > AHAVA - серия|Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Косметические наборы Dead Sea|Лечебная косметика|Расширенный список|Расширенный список > Уход за кожей ног|Уход за телом","",""
"Mogador питательный крем для волос, Аргановое масло (Mogador Nourishing Hair Cream, Argan Oil)","mogador-%d0%bf%d0%b8%d1%82%d0%b0%d1%82%d0%b5%d0%bb%d1%8c%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4%d0%bb%d1%8f-%d0%b2%d0%be%d0%bb%d0%be%d1%81-%d0%b0%d1%80%d0%b3%d0%b0%d0%bd%d0%be%d0%b2%d0%be","1915","","Крем содержит концентрированный запатентованный комплекс   JAS Organic Complex™  , который восстанавливает волосы,спаивает секущиеся кончики и ухаживает за кожей гооловы","publish","0","2017-03-18 16:51:00","3","closed","16544","no","no","","440","","","","","","","visible","instock","no","no","none","","","no","","","","","","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/mogador-nourishing-hair-cream-argan-oil.jpg","","simple","Расширенный список > ""Бренды Косметики Мертвого Моря""|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Крема|Расширенный список > Марокканское аргановое масло|Расширенный список > Парфюмерия|Парфюмерия и дезодоранты|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Уход за волосами|Расширенный список > Уход за волосами|Расширенный список > Уход за кожей рук и ног","",""
